923,0.31345,0.68655
924,0.65556,0.34444
925,0.4999,0.5001
926,0.49999,0.50001
927,0.28429,0.71571
928,0.49999,0.50001
929,0.49999,0.50001
930,0.56209,0.43791
931,0.33126,0.66874
932,0.39726,0.60274
933,0.39726,0.60274
934,0.39726,0.60274
935,0.39726,0.60274
936,0.39726,0.60274
937,0.49992,0.50008
938,0.39726,0.60274
939,0.47323,0.52677
940,0.33816,0.66184
941,0.39726,0.60274
942,0.47713,0.52287
943,0.33107,0.66893
944,0.261,0.739
945,0.39726,0.60274
946,0.31915,0.68085
947,0.1993,0.8007
948,0.39726,0.60274
949,0.49806,0.50194
950,0.31439,0.68561
951,0.39726,0.60274
952,0.50265,0.49735
953,0.50247,0.49753
954,0.338,0.662
955,0.31978,0.68022
956,0.32599,0.67401
957,0.49999,0.50001
958,0.2627,0.7373
959,0.34535,0.65465
960,0.29958,0.70042
961,0.28716,0.71284
962,0.35109,0.64891
963,0.29221,0.70779
964,0.35884,0.64116
965,0.49999,0.50001
966,0.33171,0.66829
967,0.56261,0.43739
968,0.46876,0.53124
969,0.31664,0.68336
970,0.49737,0.50263
971,0.36993,0.63007
972,0.19482,0.80518
973,0.38773,0.61227
974,0.49846,0.50154
975,0.25545,0.74455
976,0.23847,0.76153
977,0.29709,0.70291
978,0.28618,0.71382
979,0.49999,0.50001
980,0.30405,0.69595
981,0.3109,0.6891
982,0.41371,0.58629
983,0.34063,0.65937
984,0.49999,0.50001
985,0.37556,0.62444
986,0.58286,0.41714
987,0.34548,0.65452
988,0.65556,0.34444
989,0.43635,0.56365
990,0.30107,0.69893
991,0.36437,0.63563
992,0.33591,0.66409
993,0.49999,0.50001
994,0.33155,0.66845
995,0.3269,0.6731
996,0.31426,0.68574
997,0.49999,0.50001
998,0.47796,0.52204
999,0.28603,0.71397
1000,0.49999,0.50001
1001,0.39726,0.60274
1002,0.49709,0.50291
1003,0.32241,0.67759
1004,0.34501,0.65499
1005,0.58266,0.41734
1006,0.39726,0.60274
1007,0.30932,0.69068
1008,0.32914,0.67086
1009,0.30986,0.69014
1010,0.27116,0.72884
1011,0.31492,0.68508
1012,0.50275,0.49725
1013,0.39726,0.60274
1014,0.33135,0.66865
1015,0.29235,0.70765
1016,0.20383,0.79617
1017,0.24635,0.75365
1018,0.30548,0.69452
1019,0.31917,0.68083
1020,0.31721,0.68279
1021,0.31635,0.68365
1022,0.30084,0.69916
1023,0.32689,0.67311
1024,0.22258,0.77742
1025,0.31721,0.68279
1026,0.21794,0.78206
1027,0.51048,0.48952
1028,0.65556,0.34444
1029,0.47124,0.52876
1030,0.32237,0.67763
1031,0.46239,0.53761
1032,0.27883,0.72117
1033,0.28207,0.71793
1034,0.23607,0.76393
1035,0.50169,0.49831
1036,0.27296,0.72704
1037,0.47271,0.52729
1038,0.39726,0.60274
1039,0.49999,0.50001
1040,0.31212,0.68788
1041,0.47825,0.52175
1042,0.3366,0.6634
1043,0.5096,0.4904
1044,0.21337,0.78663
1045,0.23151,0.76849
1046,0.41923,0.58077
1047,0.31181,0.68819
1048,0.30694,0.69306
1049,0.31141,0.68859
1050,0.50703,0.49297
1051,0.33903,0.66097
1052,0.37052,0.62948
1053,0.31634,0.68366
1054,0.51622,0.48378
1055,0.39726,0.60274
1056,0.42943,0.57057
1057,0.33132,0.66868
1058,0.18837,0.81163
1059,0.30913,0.69087
1060,0.30058,0.69942
1061,0.26815,0.73185
1062,0.47581,0.52419
1063,0.49999,0.50001
1064,0.50111,0.49889
1065,0.26094,0.73906
1066,0.51443,0.48557
1067,0.39726,0.60274
1068,0.29524,0.70476
1069,0.49377,0.50623
1070,0.31631,0.68369
1071,0.5557,0.4443
1072,0.46521,0.53479
1073,0.30556,0.69444
1074,0.20751,0.79249
1075,0.45872,0.54128
1076,0.48312,0.51688
1077,0.34325,0.65675
1078,0.32103,0.67897
1079,0.27947,0.72053
1080,0.29608,0.70392
1081,0.31807,0.68193
1082,0.47806,0.52194
1083,0.30589,0.69411
1084,0.36411,0.63589
1085,0.49947,0.50053
1086,0.49676,0.50324
1087,0.21336,0.78664
1088,0.32216,0.67784
1089,0.204,0.796
1090,0.29632,0.70368
1091,0.44642,0.55358
1092,0.49999,0.50001
1093,0.27849,0.72151
1094,0.33151,0.66849
1095,0.27471,0.72529
1096,0.49863,0.50137
1097,0.57807,0.42193
1098,0.20994,0.79006
1099,0.31395,0.68605
1100,0.31895,0.68105
1101,0.49605,0.50395
1102,0.30058,0.69942
1103,0.31076,0.68924
1104,0.4982,0.5018
1105,0.2673,0.7327
1106,0.39726,0.60274
1107,0.57335,0.42665
1108,0.3447,0.6553
1109,0.34692,0.65308
1110,0.2963,0.7037
1111,0.32671,0.67329
1112,0.49999,0.50001
1113,0.4947,0.5053
1114,0.38753,0.61247
1115,0.36484,0.63516
1116,0.29258,0.70742
1117,0.30528,0.69472
1118,0.49809,0.50191
1119,0.45666,0.54334
1120,0.31468,0.68532
1121,0.48639,0.51361
1122,0.58445,0.41555
1123,0.31372,0.68628
1124,0.39726,0.60274
1125,0.39726,0.60274
1126,0.4908,0.5092
1127,0.2598,0.7402
1128,0.49377,0.50623
1129,0.44539,0.55461
1130,0.30244,0.69756
1131,0.34647,0.65353
1132,0.30975,0.69025
1133,0.29369,0.70631
1134,0.29369,0.70631
1135,0.29474,0.70526
1136,0.31178,0.68822
1137,0.56443,0.43557
1138,0.56443,0.43557
1139,0.20626,0.79374
1140,0.466,0.534
1141,0.57516,0.42484
1142,0.48865,0.51135
1143,0.47008,0.52992
1144,0.30157,0.69843
1145,0.48865,0.51135
1146,0.48865,0.51135
1147,0.30382,0.69618
1148,0.48865,0.51135
1149,0.49334,0.50666
1150,0.46021,0.53979
1151,0.46021,0.53979
1152,0.4077,0.5923
1153,0.35289,0.64711
1154,0.46021,0.53979
1155,0.46021,0.53979
1156,0.46021,0.53979
1157,0.46021,0.53979
1158,0.46021,0.53979
1159,0.31005,0.68995
1160,0.46021,0.53979
1161,0.34332,0.65668
1162,0.46021,0.53979
1163,0.46021,0.53979
1164,0.46021,0.53979
1165,0.46021,0.53979
1166,0.3404,0.6596
1167,0.46021,0.53979
1168,0.46021,0.53979
1169,0.46021,0.53979
1170,0.31438,0.68562
1171,0.46021,0.53979
1172,0.47013,0.52987
1173,0.31351,0.68649
1174,0.46021,0.53979
1175,0.46712,0.53288
1176,0.48865,0.51135
1177,0.46021,0.53979
1178,0.56443,0.43557
1179,0.46021,0.53979
1180,0.33982,0.66018
1181,0.46021,0.53979
1182,0.51686,0.48314
1183,0.42835,0.57165
1184,0.44321,0.55679
1185,0.46021,0.53979
1186,0.44989,0.55011
1187,0.44677,0.55323
1188,0.28274,0.71726
1189,0.19602,0.80398
1190,0.44986,0.55014
1191,0.47515,0.52485
1192,0.33691,0.66309
1193,0.46021,0.53979
1194,0.46312,0.53688
1195,0.30308,0.69692
1196,0.50375,0.49625
1197,0.46021,0.53979
1198,0.20892,0.79108
1199,0.41399,0.58601
1200,0.28157,0.71843
1201,0.19789,0.80211
1202,0.20928,0.79072
1203,0.36294,0.63706
1204,0.20916,0.79084
1205,0.32094,0.67906
1206,0.32531,0.67469
1207,0.54467,0.45533
1208,0.25875,0.74125
1209,0.46021,0.53979
1210,0.305,0.695
1211,0.4432,0.5568
1212,0.45384,0.54616
1213,0.205,0.795
1214,0.33918,0.66082
1215,0.46021,0.53979
1216,0.48865,0.51135
1217,0.46021,0.53979
1218,0.47172,0.52828
1219,0.46021,0.53979
1220,0.46021,0.53979
1221,0.36521,0.63479
1222,0.57919,0.42081
1223,0.47848,0.52152
1224,0.43943,0.56057
1225,0.34126,0.65874
1226,0.31151,0.68849
1227,0.21564,0.78436
1228,0.34817,0.65183
1229,0.46502,0.53498
1230,0.24088,0.75912
1231,0.18404,0.81596
1232,0.46021,0.53979
1233,0.46021,0.53979
1234,0.27364,0.72636
1235,0.46021,0.53979
1236,0.41103,0.58897
1237,0.33166,0.66834
1238,0.48652,0.51348
1239,0.26887,0.73113
1240,0.48474,0.51526
1241,0.47007,0.52993
1242,0.48865,0.51135
1243,0.48745,0.51255
1244,0.49491,0.50509
1245,0.37087,0.62913
1246,0.50616,0.49384
1247,0.46021,0.53979
1248,0.29369,0.70631
1249,0.48865,0.51135
1250,0.49095,0.50905
1251,0.31388,0.68612
1252,0.55466,0.44534
1253,0.29272,0.70728
1254,0.33214,0.66786
1255,0.48575,0.51425
1256,0.34858,0.65142
1257,0.48865,0.51135
1258,0.29722,0.70278
1259,0.40733,0.59267
1260,0.46021,0.53979
1261,0.34625,0.65375
1262,0.47913,0.52087
1263,0.24468,0.75532
1264,0.46828,0.53172
1265,0.46021,0.53979
1266,0.46021,0.53979
1267,0.49311,0.50689
1268,0.4953,0.5047
1269,0.48865,0.51135
1270,0.34741,0.65259
1271,0.46021,0.53979
1272,0.4991,0.5009
1273,0.20378,0.79622
1274,0.42824,0.57176
1275,0.34601,0.65399
1276,0.45778,0.54222
1277,0.22543,0.77457
1278,0.33105,0.66895
1279,0.46021,0.53979
1280,0.48865,0.51135
1281,0.26908,0.73092
1282,0.30452,0.69548
1283,0.34265,0.65735
1284,0.48865,0.51135
1285,0.21251,0.78749
1286,0.32312,0.67688
1287,0.32215,0.67785
1288,0.2609,0.7391
1289,0.30251,0.69749
1290,0.3034,0.6966
1291,0.46021,0.53979
1292,0.30984,0.69016
1293,0.46021,0.53979
1294,0.3403,0.6597
1295,0.47437,0.52563
1296,0.32956,0.67044
1297,0.47106,0.52894
1298,0.47502,0.52498
1299,0.31263,0.68737
1300,0.30915,0.69085
1301,0.34428,0.65572
1302,0.31906,0.68094
1303,0.51222,0.48778
1304,0.56443,0.43557
1305,0.49085,0.50915
1306,0.30633,0.69367
1307,0.56443,0.43557
1308,0.48865,0.51135
1309,0.48865,0.51135
1310,0.55035,0.44965
1311,0.49613,0.50387
1312,0.46021,0.53979
1313,0.31178,0.68822
1314,0.45579,0.54421
1315,0.27535,0.72465
1316,0.46021,0.53979
1317,0.31433,0.68567
1318,0.48865,0.51135
1319,0.35229,0.64771
1320,0.21498,0.78502
1321,0.45719,0.54281
1322,0.40733,0.59267
1323,0.47126,0.52874
1324,0.50375,0.49625
1325,0.42163,0.57837
1326,0.34542,0.65458
1327,0.46021,0.53979
1328,0.48865,0.51135
1329,0.48665,0.51335
1330,0.41101,0.58899
1331,0.43813,0.56187
1332,0.28293,0.71707
1333,0.46021,0.53979
1334,0.34773,0.65227
1335,0.46021,0.53979
1336,0.46021,0.53979
1337,0.46021,0.53979
1338,0.40476,0.59524
1339,0.25387,0.74613
1340,0.30454,0.69546
1341,0.35958,0.64042
1342,0.56443,0.43557
1343,0.311,0.689
1344,0.30129,0.69871
1345,0.25484,0.74516
1346,0.21282,0.78718
1347,0.30936,0.69064
1348,0.48419,0.51581
1349,0.47461,0.52539
1350,0.49278,0.50722
1351,0.22219,0.77781
1352,0.48865,0.51135
1353,0.57334,0.42666
1354,0.20432,0.79568
1355,0.4923,0.5077
1356,0.40733,0.59267
1357,0.56443,0.43557
1358,0.26722,0.73278
